X,Y,Visibility
0.5342980623245239,0.6070665121078491,0.9992675185203552
0.5540216565132141,0.530440092086792,0.9985554814338684
0.5696994662284851,0.5341644287109375,0.9988765120506287
0.5874803066253662,0.5372524261474609,0.9985343217849731
0.49219316244125366,0.5221147537231445,0.9983626008033752
0.4696304202079773,0.5216268301010132,0.9986996650695801
0.4446154236793518,0.5227700471878052,0.9983295798301697
0.597814679145813,0.5698724389076233,0.9988491535186768
0.3942657709121704,0.5598115921020508,0.998681366443634
0.5597027540206909,0.6926171779632568,0.9994063377380371
0.4859686493873596,0.691712498664856,0.999386191368103
0.7789171934127808,0.9720965623855591,0.995259702205658
0.22503730654716492,0.9711973667144775,0.9917662739753723
0.9159610867500305,1.400221347808838,0.14703625440597534
0.15151548385620117,1.465194582939148,0.1460425853729248
0.9132154583930969,1.8152904510498047,0.037610240280628204
0.1284363567829132,1.8229103088378906,0.027780918404459953
0.9487161636352539,1.9605162143707275,0.04747004061937332
0.09185454249382019,1.95851469039917,0.03719141334295273
0.8951548337936401,1.9597712755203247,0.07470055669546127
0.13520491123199463,1.9488370418548584,0.06295080482959747
0.8646713495254517,1.9040364027023315,0.07025512307882309
0.16183826327323914,1.8915352821350098,0.05941004306077957
0.6974931359291077,1.9039783477783203,0.0011506725568324327
0.33027946949005127,1.9190360307693481,0.000881567073520273
0.7202416062355042,2.70145320892334,0.0040169572457671165
0.38538721203804016,2.7014355659484863,0.0016796243144199252
0.7479985356330872,3.442683696746826,0.0004625264264177531
0.4252224862575531,3.437755823135376,0.00011421524686738849
0.7554794549942017,3.567201852798462,0.0003113570564892143
0.4275509715080261,3.561757802963257,0.0002976910036522895
0.7056229710578918,3.6639046669006348,0.0004346364876255393
0.47930628061294556,3.647029399871826,0.0005350252613425255
0.5328079462051392,0.6126401424407959,0.9993193745613098
0.5529993772506714,0.5312561392784119,0.9986482262611389
0.5686765313148499,0.5342323780059814,0.9989553689956665
0.5869839787483215,0.5371625423431396,0.998627245426178
0.491083562374115,0.524450957775116,0.998475193977356
0.46754544973373413,0.523731529712677,0.9987971782684326
0.4432797431945801,0.5249502658843994,0.9984495639801025
